budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
8500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://swimfan.film.ru/,20616,"[{""id"": 271, ""name"": ""competition""}, {""id"": 732, ""name"": ""coma""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2069, ""name"": ""bathing""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 11827, ""name"": ""swimmer""}, {""id"": 15058, ""name"": ""swimming""}, {""id"": 156316, ""name"": ""troubled teen""}]",en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",4.844451,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Furthur Films"", ""id"": 33433}, {""name"": ""Forrest Films"", ""id"": 89630}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-06,34411240,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His biggest fan just became his worst nightmare.,Swimfan,5.0,70
65000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",http://movies.disney.com/petes-dragon-2016,294272,"[{""id"": 5650, ""name"": ""feral child""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 208289, ""name"": ""1980s""}, {""id"": 209220, ""name"": ""live action and animation""}]",en,Pete's Dragon,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",31.974359000000003,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-10,143695338,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some secrets are too big to keep.,Pete's Dragon,6.2,679
10000000,"[{""id"": 27, ""name"": ""Horror""}]",http://www.sinistermovie.com/,283445,"[{""id"": 3358, ""name"": ""haunted house""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15016, ""name"": ""twins""}]",en,Sinister 2,A young mother and her twin sons move into a rural house that's marked for death.,26.090495,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Tank Caterpillar"", ""id"": 69110}, {""name"": ""Steady Aim"", ""id"": 69111}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-19,52882018,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Be careful, children at play.",Sinister 2,5.4,581
10000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thefourthkind.net/,22824,"[{""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 3363, ""name"": ""hypnosis""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 10941, ""name"": ""disappearance""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12553, ""name"": ""alien abduction""}, {""id"": 14781, ""name"": ""patient""}, {""id"": 157154, ""name"": ""psychotherapy""}, {""id"": 160517, ""name"": ""fake documentary""}, {""id"": 172280, ""name"": ""based on supposedly true story""}, {""id"": 172712, ""name"": ""nome alaska""}, {""id"": 172715, ""name"": ""faked footage""}, {""id"": 172717, ""name"": ""audio cassette""}, {""id"": 172718, ""name"": ""ancient astronaut""}, {""id"": 172727, ""name"": ""anchorage alaska""}, {""id"": 172732, ""name"": ""police fake""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Fourth Kind,"Since the 1960s, a disproportionate number of the population in and around Nome, Alaska, have gone missing. Despite FBI investigations, the disappearances remain a mystery. Dr. Abigail Tyler, a psychologist, may be on the verge of blowing the unsolved cases wide open when, during the course of treating her patients, she finds evidence of alien abductions.",22.888173000000002,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Saga Film"", ""id"": 859}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Chambara Pictures"", ""id"": 12234}, {""name"": ""Dead Crow Productions"", ""id"": 26082}, {""name"": ""Fourth Kind Productions"", ""id"": 63903}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-06,42333295,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are four kinds of alien encounters. The fourth kind is abduction.,The Fourth Kind,5.8,441
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",https://www.facebook.com/GIFTmovie,328425,"[{""id"": 703, ""name"": ""detective""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 10624, ""name"": ""bully""}, {""id"": 12565, ""name"": ""psychological thriller""}]",en,The Gift,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a ""friend"" from the husband's past who holds a horrifying secret about him, sending their world into a tailspin.",27.247013,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Blue-Tongue Films"", ""id"": 32299}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""STX Entertainment"", ""id"": 47729}, {""name"": ""Ahimsa Films"", ""id"": 69542}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-30,58978653,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Not every gift is welcome.,The Gift,6.7,1049
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",http://iamrogue.com/macgruber/,37931,"[{""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,MacGruber,"Ex-special operative MacGruber (Forte) is called back into action to take down his archenemy, Dieter Von Cunth (Kilmer), who's in possession of a nuclear warhead and bent on destroying Washington, DC.",14.038511999999999,"[{""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-21,6110000,90.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,He's the ultimate tool.,MacGruber,5.1,179
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.runfatboyrunmovie.com/,7942,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2687, ""name"": ""fianc\u00e9""}, {""id"": 4613, ""name"": ""training""}, {""id"": 6432, ""name"": ""rent""}, {""id"": 6921, ""name"": ""jogging""}, {""id"": 7248, ""name"": ""marathon""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13149, ""name"": ""pregnancy""}]",en,Run Fatboy Run,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",14.905357,"[{""name"": ""Entertainment Films"", ""id"": 2245}, {""name"": ""Material Entertainment"", ""id"": 2246}, {""name"": ""Beech Hill Films"", ""id"": 6847}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-09-06,33000000,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love. Commitment. Responsibility. There's nothing he won't run away from.,"Run, Fatboy, Run",6.2,238
6500000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.crashfilm.com/,1640,"[{""id"": 3060, ""name"": ""race politics""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5666, ""name"": ""installer""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6201, ""name"": ""fall""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 157912, ""name"": ""bigotry""}, {""id"": 170154, ""name"": ""social services""}, {""id"": 203113, ""name"": ""collision""}]",en,Crash,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",28.223163,"[{""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""ApolloProScreen Filmproduktion"", ""id"": 19528}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""DEJ Productions"", ""id"": 25433}, {""name"": ""Harris Company"", ""id"": 25434}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-01-13,98410061,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,You think you know who you are. You have no idea.,Crash,7.2,1149
10000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://theforestisreal.com/,329440,"[{""id"": 233, ""name"": ""japan""}, {""id"": 5774, ""name"": ""forest""}]",en,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",19.865989000000003,"[{""name"": ""Lava Bear Films"", ""id"": 32300}, {""name"": ""AI-Film"", ""id"": 51860}, {""name"": ""Phantom Four Films"", ""id"": 69579}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-07,40055439,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everyone comes here looking for a way out,The Forest,4.8,448
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://while-were-young.com/,252512,"[{""id"": 4604, ""name"": ""father-in-law""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 174109, ""name"": ""documentary filmmaking""}, {""id"": 175297, ""name"": ""hipster""}, {""id"": 176793, ""name"": ""middle age""}, {""id"": 180415, ""name"": ""documentary filmmaker""}, {""id"": 226343, ""name"": ""generation-x""}, {""id"": 226344, ""name"": ""generation-z""}, {""id"": 234555, ""name"": ""psychedelic drug""}]",en,While We're Young,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,19.263476999999998,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""A24"", ""id"": 41077}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-03,7587485,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life Never Gets Old.,While We're Young,5.8,383
10000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://killerjoethemovie.com/,73567,"[{""id"": 900, ""name"": ""trailer park""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 5011, ""name"": ""deal""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 10427, ""name"": ""sexual humiliation""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10968, ""name"": ""lingerie""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 15167, ""name"": ""police detective""}, {""id"": 155794, ""name"": ""physical abuse""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 208518, ""name"": ""burial""}, {""id"": 220628, ""name"": ""pizza shop""}, {""id"": 237851, ""name"": ""drugs""}]",en,Killer Joe,A cop (Matthew McConaughey) who moonlights as a hit man agrees to kill the hated mother of a desperate drug dealer (Emile Hirsch) in exchange for a tumble with the young man's virginal sister (Juno Temple).,16.436177999999998,"[{""name"": ""Voltage pictures"", ""id"": 6633}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""ANA Media"", ""id"": 21817}, {""name"": ""Picture Perfect (I)"", ""id"": 37833}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-10,3665069,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Totally Deep-Fried Texas Redneck Trailer Park Murder Story.,Killer Joe,6.5,425
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thejonesesmovie.com/,41479,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,The Joneses,"A seemingly perfect family moves into a suburban neighborhood, but when it comes to the truth as to why they're living there, they don't exactly come clean with their neighbors.",14.979375,"[{""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Premiere Picture"", ""id"": 3870}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-13,7022728,96.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"They're not just living the American dream, they're selling it.",The Joneses,6.1,210
5000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.firstlookstudios.com/films/warinc/,13191,"[{""id"": 2708, ""name"": ""hitman""}, {""id"": 169086, ""name"": ""political satire""}]",en,"War, Inc.","War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.",6.265658999999999,[],"[{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}]",2008-04-28,1296184,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When it comes to war... America means business,"War, Inc.",5.6,86
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.worldsgreatestdadfilm.com/,20178,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 496, ""name"": ""poetry""}, {""id"": 704, ""name"": ""adolescence""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4951, ""name"": ""rejection""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 11724, ""name"": ""vulgarity""}, {""id"": 12105, ""name"": ""student""}]",en,World's Greatest Dad,"Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious --",9.805551,"[{""name"": ""Magnolia Pictures"", ""id"": 1030}, {""name"": ""Jerkschool Productions"", ""id"": 7357}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-08-20,295750,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Lance Clayton is about to get everything he deserves.,World's Greatest Dad,6.5,177
9500000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.adventurelandthefilm.com/,16614,"[{""id"": 10267, ""name"": ""comedy""}, {""id"": 11509, ""name"": ""cheating on partner""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 163963, ""name"": ""summer job""}, {""id"": 163964, ""name"": ""carny""}, {""id"": 163968, ""name"": ""marijuana joint""}, {""id"": 163969, ""name"": ""baldness""}, {""id"": 163972, ""name"": ""picking one's nose""}, {""id"": 163975, ""name"": ""reckless driving""}, {""id"": 163976, ""name"": ""reconciliation""}, {""id"": 163982, ""name"": ""pushing a car""}, {""id"": 163984, ""name"": ""marijuana pipe""}, {""id"": 163985, ""name"": ""ticket booth""}, {""id"": 163991, ""name"": ""scene""}, {""id"": 163994, ""name"": ""raised middle finger""}, {""id"": 163997, ""name"": ""job seeking""}, {""id"": 163998, ""name"": ""leaving home""}, {""id"": 164000, ""name"": ""drugged cookie""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 208289, ""name"": ""1980s""}]",en,Adventureland,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",19.978021,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""This Is That Productions"", ""id"": 10059}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-04-03,17164377,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nothing brings people together like a crappy summer job.,Adventureland,6.4,737
12899867,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.volver-lapelicula.com,219,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 570, ""name"": ""rape""}, {""id"": 657, ""name"": ""fire""}, {""id"": 739, ""name"": ""sexual abuse""}, {""id"": 744, ""name"": ""madrid""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1571, ""name"": ""return""}, {""id"": 1577, ""name"": ""solidarity""}, {""id"": 5331, ""name"": ""village""}, {""id"": 6156, ""name"": ""superstition""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 34079, ""name"": ""death""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 212642, ""name"": ""abusive father""}]",es,Volver,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",19.747809,"[{""name"": ""El Deseo"", ""id"": 49}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2006-03-16,85582407,121.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Return.,Volver,7.3,406
9000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.princesskaiulanimovie.com/,39806,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 8029, ""name"": ""drama""}, {""id"": 9672, ""name"": ""based on true story""}]",en,Princess Kaiulani,"Lush scenery and gorgeous photography highlight this bio of Princess Kaiulani (Q'Orianka Kilcher), a 19th-century Hawaiian princess raised in England but determined to maintain her people's independence from aggressive American businessmen. After being sent to England as a child by her Scottish father, Kaiulani returns to Hawaii and becomes a political activist who fights to retain her throne, even though she must leave her English paramour.",0.717811,"[{""name"": ""Island Film Group"", ""id"": 7274}, {""name"": ""Trailblazer Films"", ""id"": 7275}, {""name"": ""Screen East"", ""id"": 7276}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-05-14,771499,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Her heart was torn between love and the future of Hawaii...,Princess Kaiulani,4.8,14
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.undiscoveredfilm.com/,17926,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 10228, ""name"": ""aspiring singer""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 12670, ""name"": ""los angeles""}]",en,Undiscovered,A group of aspiring entertainers try to establish careers for themselves in the city of Los Angeles.,2.0095970000000003,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-26,1046166,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They Know Each Other By Heart.,Undiscovered,4.5,12
8500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.duffmovie.com/,272693,"[{""id"": 6270, ""name"": ""high school""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15402, ""name"": ""popularity""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 222174, ""name"": ""girl next door""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The DUFF,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",40.28709,"[{""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Vast Entertainment"", ""id"": 42119}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-20,43528634,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"You either know one, you have one, or you are one.",The DUFF,6.8,1322
8500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.brightstar-movie.com/,29963,"[{""id"": 5933, ""name"": ""poet""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]",en,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",9.230072999999999,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Australian Film Finance Corporation (AFFC)"", ""id"": 8724}, {""name"": ""Hopscotch Productions"", ""id"": 26716}, {""name"": ""Jan Chapman Pictures"", ""id"": 26717}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2009-11-05,4440055,119.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,First love burns brightest.,Bright Star,6.8,107
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.mynameiskhanthefilm.com/,26022,"[{""id"": 10540, ""name"": ""bollywood""}]",en,My Name Is Khan,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race.",14.719885999999999,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Red Chillies Entertainment"", ""id"": 2343}, {""name"": ""Foxstar"", ""id"": 4450}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-02-12,42345360,145.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]",Released,I am Muslim and i am not a terrorist,My Name Is Khan,7.7,232
8500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://nightcrawlerfilm.com/,242582,"[{""id"": 917, ""name"": ""journalism""}, {""id"": 1353, ""name"": ""underground""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 14903, ""name"": ""home invasion""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 158584, ""name"": ""tv news""}, {""id"": 167925, ""name"": ""employer employee relationship""}, {""id"": 211062, ""name"": ""ethics""}, {""id"": 215774, ""name"": ""stringer""}]",en,Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",89.095538,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Sierra / Affinity"", ""id"": 24049}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-23,38697217,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The city shines brightest at night,Nightcrawler,7.6,3395
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.foxsearchlight.com/littlemisssunshine/,773,"[{""id"": 387, ""name"": ""california""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 3306, ""name"": ""highway""}, {""id"": 3746, ""name"": ""professor for literature""}, {""id"": 5496, ""name"": ""beauty contest""}, {""id"": 5549, ""name"": ""beauty queen contest""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 33694, ""name"": ""family holiday""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191583, ""name"": ""beauty pageant""}]",en,Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",14.793176999999998,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Bona Fide Productions"", ""id"": 2570}, {""name"": ""Big Beach Films"", ""id"": 12808}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-26,100523181,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A family on the verge of a breakdown,Little Miss Sunshine,7.5,1686
