node,BreitbartNews,FiveThirtyEight,csmonitor,MotherJones,NRO,dailykos,theblaze,thenation,DRUDGE_REPORT,WSJ,washingtonpost,FoxNews,NPR
29799148,0,0,0,0,0,0,0,0,0,0,1,0,0
29799518,0,0,0,0,0,0,0,0,0,0,1,0,0
29799519,0,0,0,0,0,0,0,0,0,0,1,0,0
29799945,0,0,0,0,0,0,0,0,0,0,1,0,0
29800006,0,0,0,0,0,0,0,0,0,0,1,0,1
29800117,0,0,0,0,0,0,0,0,0,0,1,0,0
29800712,0,0,0,0,0,0,0,0,0,0,1,0,0
29800801,0,0,0,0,0,0,0,0,0,0,1,0,0
29801233,0,0,0,0,0,0,0,0,0,0,1,0,1
29801316,0,0,0,0,0,0,0,0,0,0,1,0,0
29801342,0,0,0,0,0,0,0,0,0,0,1,0,1
29801497,0,0,0,0,0,0,0,0,0,0,1,0,0
29801591,0,0,0,0,0,0,0,0,0,0,1,0,1
29801667,0,0,0,0,0,0,0,0,0,0,1,0,0
29801757,0,0,0,0,0,0,0,0,0,0,1,0,0
29801944,0,0,0,0,0,0,0,0,0,0,1,0,0
29801958,0,0,0,0,0,0,0,0,0,0,1,0,1
29802542,0,0,0,0,0,0,0,0,0,0,1,0,1
29802689,0,0,0,0,0,0,0,0,0,0,1,0,1
29802712,0,0,0,0,0,0,0,0,0,0,1,0,1
29802975,0,0,0,0,0,0,0,0,0,0,1,0,0
29803225,0,0,0,0,0,0,0,0,0,0,1,0,0
29803241,0,0,0,0,0,0,0,0,0,0,1,0,1
29803295,0,0,0,0,0,0,0,0,0,0,1,0,0
29803467,0,0,0,0,0,0,0,0,0,0,1,1,1
29803543,0,0,0,0,0,0,0,0,0,0,1,0,1
29803690,0,0,0,0,0,0,0,0,0,0,1,0,0
29803711,0,0,0,0,0,0,0,0,0,0,1,0,0
29804384,0,0,0,0,0,0,0,0,0,0,1,0,0
29804647,0,0,0,0,0,0,0,0,0,0,1,0,1
29804736,0,0,0,0,0,0,0,0,0,0,1,0,0
29805109,0,0,0,0,0,0,0,0,0,0,1,0,1
29805180,0,0,0,0,0,0,0,0,0,0,1,0,0
29805668,0,0,0,0,0,0,0,0,0,0,1,1,0
29806016,0,0,0,0,0,0,0,0,0,0,1,0,0
29806259,0,0,0,0,0,0,0,0,0,0,1,0,1
29806348,0,0,0,0,0,0,0,0,0,0,1,0,1
29806375,0,0,0,0,0,0,0,0,0,0,1,0,0
29806601,0,0,0,0,0,0,0,0,0,0,1,0,0
29807005,0,0,0,0,0,0,0,0,0,0,1,0,0
29807327,0,0,0,0,0,0,0,0,0,0,1,0,0
29807583,0,0,0,0,0,0,0,0,0,0,1,0,0
29809887,0,0,0,0,0,0,0,0,0,0,1,0,1
29809897,0,0,0,0,0,0,0,0,0,0,1,0,1
29810116,0,0,0,0,0,0,0,0,0,0,1,0,0
29810180,0,0,0,0,0,0,0,0,0,0,1,0,0
29810449,0,0,0,0,0,0,0,0,0,0,1,0,1
29810454,0,0,0,0,0,0,0,0,0,0,1,1,0
29810582,0,0,0,0,0,0,0,0,0,0,1,0,0
29810892,0,0,0,0,0,0,0,0,0,0,1,0,0
29811349,0,0,0,0,0,0,0,0,0,0,1,0,0
29811448,0,0,0,0,0,0,0,0,0,0,1,0,0
29811458,0,0,0,0,0,0,0,0,0,0,1,0,0
29811537,0,0,0,0,0,0,0,0,0,0,1,1,0
29811738,0,0,0,0,0,0,0,0,0,0,1,1,0
29812225,0,0,0,0,0,0,0,0,0,0,1,1,0
29812268,0,0,0,0,0,0,0,0,0,0,1,0,1
29812708,0,0,0,0,0,0,0,0,0,0,1,0,0
29812983,0,0,0,0,0,0,0,0,0,0,1,0,0
29813564,0,0,0,0,0,0,0,0,0,0,1,1,0
29814947,0,0,0,0,0,0,0,0,0,0,1,0,1
29815312,0,0,0,0,0,0,0,0,0,0,1,0,0
29815647,0,0,0,0,0,0,0,0,0,0,1,0,0
29815712,0,0,0,0,0,0,0,0,0,0,1,1,1
29815892,0,0,0,0,0,0,0,0,0,0,1,0,0
29815958,0,0,0,0,0,0,0,0,0,0,1,0,0
29816047,0,0,0,0,0,0,0,0,0,0,1,0,0
29816069,0,0,0,0,0,0,0,0,0,0,1,0,0
29816903,0,0,0,0,0,0,0,0,0,0,1,0,0
29817169,0,0,0,0,0,0,0,0,0,0,1,0,0
29817311,0,0,0,0,0,0,0,0,0,0,1,0,1
29817318,0,0,0,0,0,0,0,0,0,0,1,0,1
29817403,0,0,0,0,0,0,0,0,0,0,1,0,0
29817477,0,0,0,0,0,0,0,0,0,0,1,0,0
29818632,0,0,0,0,0,0,0,0,0,0,1,1,1
29819289,0,0,0,0,0,0,0,0,0,0,1,0,0
29819547,0,0,0,0,0,0,0,0,0,0,1,1,0
29819954,0,0,0,0,0,0,0,0,0,0,1,0,1
29820329,0,0,0,0,0,0,0,0,0,0,1,0,1
29820443,0,0,0,0,0,0,0,0,0,0,1,0,1
29820460,0,0,0,0,0,0,0,0,0,0,1,0,0
29820955,0,0,0,0,0,0,0,0,0,0,1,0,0
29821266,0,0,0,0,0,0,0,0,0,0,1,0,0
29821736,0,0,0,0,0,0,0,0,0,0,1,0,1
29821739,0,0,0,0,0,0,0,0,0,0,1,1,0
29821939,0,0,0,0,0,0,0,0,0,0,1,0,1
29821960,0,0,0,0,0,0,0,0,0,0,1,0,0
29822115,0,0,0,0,0,0,0,0,0,0,1,0,0
29822366,0,0,0,0,0,0,0,0,0,0,1,0,0
29822761,0,0,0,0,0,0,0,0,0,0,1,0,1
29822832,0,0,0,0,0,0,0,0,0,0,1,0,0
29823488,0,0,0,0,0,0,0,0,0,0,1,0,0
29823597,0,0,0,0,0,0,0,0,0,0,1,0,0
29823625,0,0,0,0,0,0,0,0,0,0,1,0,0
29823760,0,0,0,0,0,0,0,0,0,0,1,0,1
29824193,0,0,0,0,0,0,0,0,0,0,1,0,0
29824282,0,0,0,0,0,0,0,0,0,0,1,0,1
29824688,0,0,0,0,0,0,0,0,0,0,1,0,0
29824867,0,0,0,0,0,0,0,0,0,0,1,0,0
29824982,0,0,0,0,0,0,0,0,0,0,1,0,0
29826375,0,0,0,0,0,0,0,0,0,0,1,0,0
29826541,0,0,0,0,0,0,0,0,0,0,1,0,0
29826889,0,0,0,0,0,0,0,0,0,0,1,0,0
29827461,0,0,0,0,0,0,0,0,0,0,1,0,0
29827758,0,0,0,0,0,0,0,0,0,0,1,0,1
29827850,0,0,0,0,0,0,0,0,0,0,1,1,0
29827943,0,0,0,0,0,0,0,0,0,0,1,1,0
29828231,0,0,0,0,0,0,0,0,0,0,1,0,1
29828588,0,0,0,0,0,0,0,0,0,0,1,0,0
29828625,0,0,0,0,0,0,0,0,0,0,1,0,0
29828808,0,0,0,0,0,0,0,0,0,0,1,0,0
29829647,0,0,0,0,0,0,0,0,0,0,1,0,1
29829898,0,0,0,0,0,0,0,0,0,0,1,1,0
29829982,0,0,0,0,0,0,0,0,0,0,1,0,0
29830226,0,0,0,0,0,0,0,0,0,0,1,0,0
29830722,0,0,0,0,0,0,0,0,0,0,1,0,1
29830786,0,0,0,0,0,0,0,0,0,0,1,0,1
29831136,0,0,0,0,0,0,0,0,0,0,1,0,0
29831580,0,0,0,0,0,0,0,0,0,0,1,1,0
29832969,0,0,0,0,0,0,0,0,0,0,1,0,0
29833257,0,0,0,0,0,0,0,0,0,0,1,0,0
29833416,0,0,0,0,0,0,0,0,0,0,1,0,0
29833844,0,0,0,0,0,0,0,0,0,0,1,0,1
29833952,0,0,0,0,0,0,0,0,0,0,1,0,0
29834056,0,0,0,0,0,0,0,0,0,0,1,0,0
29834415,0,0,0,0,0,0,0,0,0,0,1,0,0
29835112,0,0,0,0,0,0,0,0,0,0,1,1,0
29835198,0,0,0,0,0,0,0,0,0,0,1,0,1
29835702,0,0,0,0,0,0,0,0,0,0,1,1,0
29835937,0,0,0,0,0,0,0,0,0,0,1,0,0
29836001,0,0,0,0,0,0,0,0,0,0,1,0,1
29836095,0,0,0,0,0,0,0,0,0,0,1,0,1
29836139,0,0,0,0,0,0,0,0,0,0,1,0,1
29836173,0,0,0,0,0,0,0,0,0,0,1,1,0
29836563,0,0,0,0,0,0,0,0,0,0,1,0,0
29837288,0,0,0,0,0,0,0,0,0,0,1,0,0
29837377,0,0,0,0,0,0,0,0,0,0,1,0,0
29837940,0,0,0,0,0,0,0,0,0,0,1,0,0
29839104,0,0,0,0,0,0,0,0,0,0,1,0,0
29839295,0,0,0,0,0,0,0,0,0,0,1,1,0
29839393,0,0,0,0,0,0,0,0,0,0,1,1,0
29839819,0,0,0,0,0,0,0,0,0,0,1,0,0
29840204,0,0,0,0,0,0,0,0,0,0,1,0,0
29840210,0,0,0,0,0,0,0,0,0,0,1,0,1
29840466,0,0,0,0,0,0,0,0,0,0,1,0,0
29840530,0,0,0,0,0,0,0,0,0,0,1,1,0
29840787,0,0,0,0,0,0,0,0,0,0,1,0,0
29841141,0,0,0,0,0,0,0,0,0,0,1,0,1
29841639,0,0,0,0,0,0,0,0,0,0,1,0,1
29841881,0,0,0,0,0,0,0,0,0,0,1,0,1
29842420,0,0,0,0,0,0,0,0,0,0,1,0,0
29842562,0,0,0,0,0,0,0,0,0,0,1,0,0
29842603,0,0,0,0,0,0,0,0,0,0,1,1,0
29842762,0,0,0,0,0,0,0,0,0,0,1,0,0
29843027,0,0,0,0,0,0,0,0,0,0,1,0,0
29843133,0,0,0,0,0,0,0,0,0,0,1,0,0
29843444,0,0,0,0,0,0,0,0,0,0,1,0,0
29843455,0,0,0,0,0,0,0,0,0,0,1,0,0
29843767,0,0,0,0,0,0,0,0,0,0,1,1,0
29843884,0,0,0,0,0,0,0,0,0,0,1,1,0
29843961,0,0,0,0,0,0,0,0,0,0,1,1,0
29843972,0,0,0,0,0,0,0,0,0,0,1,1,1
29844225,0,0,0,0,0,0,0,0,0,0,1,1,0
29845156,0,0,0,0,0,0,0,0,0,0,1,0,0
29845548,0,0,0,0,0,0,0,0,0,0,1,0,0
29845723,0,0,0,0,0,0,0,0,0,0,1,0,0
29845737,0,0,0,0,0,0,0,0,0,0,1,1,0
29845824,0,0,0,0,0,0,0,0,0,0,1,0,0
29846044,0,0,0,0,0,0,0,0,0,0,1,0,0
29846810,0,0,0,0,0,0,0,0,0,0,1,0,0
29847315,0,0,0,0,0,0,0,0,0,0,1,1,0
29847365,0,0,0,0,0,0,0,0,0,0,1,0,0
29847527,0,0,0,0,0,0,0,0,0,0,1,1,0
29847603,0,0,0,0,0,0,0,0,0,0,1,0,0
29847892,0,0,0,0,0,0,0,0,0,0,1,0,0
29848536,0,0,0,0,0,0,0,0,0,0,1,0,0
29849988,0,0,0,0,0,0,0,0,0,0,1,0,0
29850196,0,0,0,0,0,0,0,0,0,0,1,0,0
29850486,0,0,0,0,0,0,0,0,0,0,1,0,0
29850610,0,0,0,0,0,0,0,0,0,0,1,0,0
29850908,0,0,0,0,0,0,0,0,0,0,1,0,0
29851917,0,0,0,0,0,0,0,0,0,0,1,0,1
29852095,0,0,0,0,0,0,0,0,0,0,1,0,0
29852125,0,0,0,0,0,0,0,0,0,0,1,0,1
29852673,0,0,0,0,0,0,0,0,0,0,1,0,0
29853148,0,0,0,0,0,0,0,0,0,0,1,0,0
29853219,0,0,0,0,0,0,0,0,0,0,1,1,1
29853362,0,0,0,0,0,0,0,0,0,0,1,0,0
29853901,0,0,0,0,0,0,0,0,0,0,1,0,0
29854131,0,0,0,0,0,0,0,0,0,0,1,0,0
29854624,0,0,0,0,0,0,0,0,0,0,1,0,0
29854663,0,0,0,0,0,0,0,0,0,0,1,1,1
29854845,0,0,0,0,0,0,0,0,0,0,1,1,0
29855020,0,0,0,0,0,0,0,0,0,0,1,0,0
29855027,0,0,0,0,0,0,0,0,0,0,1,0,0
29855066,0,0,0,0,0,0,0,0,0,0,1,1,0
29855737,0,0,0,0,0,0,0,0,0,0,1,0,0
29855896,0,0,0,0,0,0,0,0,0,0,1,0,0
29856102,0,0,0,0,0,0,0,0,0,0,1,0,1
29856104,0,0,0,0,0,0,0,0,0,0,1,0,0
29856682,0,0,0,0,0,0,0,0,0,0,1,0,0
29856829,0,0,0,0,0,0,0,0,0,0,1,0,0
29857161,0,0,0,0,0,0,0,0,0,0,1,0,1
29857275,0,0,0,0,0,0,0,0,0,0,1,0,0
29857331,0,0,0,0,0,0,0,0,0,0,1,0,0
29857432,0,0,0,0,0,0,0,0,0,0,1,0,0
29857556,0,0,0,0,0,0,0,0,0,0,1,0,0
29858019,0,0,0,0,0,0,0,0,0,0,1,0,0
29858104,0,0,0,0,0,0,0,0,0,0,1,1,0
29858382,0,0,0,0,0,0,0,0,0,0,1,0,0
29858927,0,0,0,0,0,0,0,0,0,0,1,0,0
29859144,0,0,0,0,0,0,0,0,0,0,1,0,0
29859352,0,0,0,0,0,0,0,0,0,0,1,0,1
29859422,0,0,0,0,0,0,0,0,0,0,1,0,1
29860675,0,0,0,0,0,0,0,0,0,0,1,0,0
29860750,0,0,0,0,0,0,0,0,0,0,1,0,1
29861068,0,0,0,0,0,0,0,0,0,0,1,0,0
29861085,0,0,0,0,0,0,0,0,0,0,1,1,0
29861257,0,0,0,0,0,0,0,0,0,0,1,0,0
29861434,0,0,0,0,0,0,0,0,0,0,1,0,0
29861821,0,0,0,0,0,0,0,0,0,0,1,0,0
29862448,0,0,0,0,0,0,0,0,0,0,1,0,0
29862639,0,0,0,0,0,0,0,0,0,0,1,0,0
29862664,0,0,0,0,0,0,0,0,0,0,1,1,0
29862974,0,0,0,0,0,0,0,0,0,0,1,0,0
29863055,0,0,0,0,0,0,0,0,0,0,1,0,0
29863080,0,0,0,0,0,0,0,0,0,0,1,0,1
29863951,0,0,0,0,0,0,0,0,0,0,1,0,0
29864377,0,0,0,0,0,0,0,0,0,0,1,0,0
29864623,0,0,0,0,0,0,0,0,0,0,1,0,0
29865296,0,0,0,0,0,0,0,0,0,0,1,0,0
29865326,0,0,0,0,0,0,0,0,0,0,1,0,0
29865753,0,0,0,0,0,0,0,0,0,0,1,0,0
29865923,0,0,0,0,0,0,0,0,0,0,1,0,0
29866109,0,0,0,0,0,0,0,0,0,0,1,0,1
29866183,0,0,0,0,0,0,0,0,0,0,1,0,0
29866311,0,0,0,0,0,0,0,0,0,0,1,1,0
29866389,0,0,0,0,0,0,0,0,0,0,1,0,0
29866557,0,0,0,0,0,0,0,0,0,0,1,0,0
29866580,0,0,0,0,0,0,0,0,0,0,1,1,1
29866675,0,0,0,0,0,0,0,0,0,0,1,0,0
29866702,0,0,0,0,0,0,0,0,0,0,1,0,0
29867376,0,0,0,0,0,0,0,0,0,0,1,0,0
29867483,0,0,0,0,0,0,0,0,0,0,1,0,0
29867805,0,0,0,0,0,0,0,0,0,0,1,0,0
29867850,0,0,0,0,0,0,0,0,0,0,1,0,0
29868279,0,0,0,0,0,0,0,0,0,0,1,1,0
29868348,0,0,0,0,0,0,0,0,0,0,1,0,0
29868873,0,0,0,0,0,0,0,0,0,0,1,0,0
29868874,0,0,0,0,0,0,0,0,0,0,1,0,0
29868939,0,0,0,0,0,0,0,0,0,0,1,0,0
29869162,0,0,0,0,0,0,0,0,0,0,1,0,1
29869168,0,0,0,0,0,0,0,0,0,0,1,0,0
29869486,0,0,0,0,0,0,0,0,0,0,1,0,0
29869544,0,0,0,0,0,0,0,0,0,0,1,1,0
29869596,0,0,0,0,0,0,0,0,0,0,1,0,0
29869604,0,0,0,0,0,0,0,0,0,0,1,0,0
29869890,0,0,0,0,0,0,0,0,0,0,1,1,0
29870014,0,0,0,0,0,0,0,0,0,0,1,0,0
29870019,0,0,0,0,0,0,0,0,0,0,1,0,0
29870094,0,0,0,0,0,0,0,0,0,0,1,0,0
29870165,0,0,0,0,0,0,0,0,0,0,1,0,0
29870641,0,0,0,0,0,0,0,0,0,0,1,0,0
29870780,0,0,0,0,0,0,0,0,0,0,1,0,0
29871300,0,0,0,0,0,0,0,0,0,0,1,0,0
29871452,0,0,0,0,0,0,0,0,0,0,1,1,0
29871862,0,0,0,0,0,0,0,0,0,0,1,0,0
29872244,0,0,0,0,0,0,0,0,0,0,1,0,0
29872299,0,0,0,0,0,0,0,0,0,0,1,0,0
29872756,0,0,0,0,0,0,0,0,0,0,1,0,0
29872850,0,0,0,0,0,0,0,0,0,0,1,0,0
29873524,0,0,0,0,0,0,0,0,0,0,1,0,0
29874062,0,0,0,0,0,0,0,0,0,0,1,0,0
29874327,0,0,0,0,0,0,0,0,0,0,1,0,0
29874856,0,0,0,0,0,0,0,0,0,0,1,0,0
29875017,0,0,0,0,0,0,0,0,0,0,1,0,0
29875029,0,0,0,0,0,0,0,0,0,0,1,0,0
29875066,0,0,0,0,0,0,0,0,0,0,1,0,1
29875069,0,0,0,0,0,0,0,0,0,0,1,0,0
29875347,0,0,0,0,0,0,0,0,0,0,1,0,0
29875674,0,0,0,0,0,0,0,0,0,0,1,0,0
29875846,0,0,0,0,0,0,0,0,0,0,1,0,0
29875996,0,0,0,0,0,0,0,0,0,0,1,1,0
29876216,0,0,0,0,0,0,0,0,0,0,1,0,0
29876258,0,0,0,0,0,0,0,0,0,0,1,0,0
29876652,0,0,0,0,0,0,0,0,0,0,1,0,0
29876789,0,0,0,0,0,0,0,0,0,0,1,0,0
29877224,0,0,0,0,0,0,0,0,0,0,1,0,0
29877525,0,0,0,0,0,0,0,0,0,0,1,0,0
29877765,0,0,0,0,0,0,0,0,0,0,1,0,0
29877814,0,0,0,0,0,0,0,0,0,0,1,1,1
29877860,0,0,0,0,0,0,0,0,0,0,1,0,0
29878034,0,0,0,0,0,0,0,0,0,0,1,0,0
29878553,0,0,0,0,0,0,0,0,0,0,1,0,0
29878665,0,0,0,0,0,0,0,0,0,0,1,0,0
29879124,0,0,0,0,0,0,0,0,0,0,1,0,0
29879297,0,0,0,0,0,0,0,0,0,0,1,0,0
29879376,0,0,0,0,0,0,0,0,0,0,1,1,1
29879785,0,0,0,0,0,0,0,0,0,0,1,0,0
29879997,0,0,0,0,0,0,0,0,0,0,1,0,1
29880353,0,0,0,0,0,0,0,0,0,0,1,1,1
29880460,0,0,0,0,0,0,0,0,0,0,1,0,0
29880624,0,0,0,0,0,0,0,0,0,0,1,1,1
29881617,0,0,0,0,0,0,0,0,0,0,1,0,0
29881677,0,0,0,0,0,0,0,0,0,0,1,0,0
29881743,0,0,0,0,0,0,0,0,0,0,1,0,0
29881979,0,0,0,0,0,0,0,0,0,0,1,0,0
29882343,0,0,0,0,0,0,0,0,0,0,1,0,0
29882934,0,0,0,0,0,0,0,0,0,0,1,0,0
29883036,0,0,0,0,0,0,0,0,0,0,1,0,0
29883367,0,0,0,0,0,0,0,0,0,0,1,0,0
29883990,0,0,0,0,0,0,0,0,0,0,1,1,0
29884016,0,0,0,0,0,0,0,0,0,0,1,1,0
29884711,0,0,0,0,0,0,0,0,0,0,1,0,1
29885009,0,0,0,0,0,0,0,0,0,0,1,0,0
29885016,0,0,0,0,0,0,0,0,0,0,1,1,0
29886303,0,0,0,0,0,0,0,0,0,0,1,1,0
29886857,0,0,0,0,0,0,0,0,0,0,1,0,0
29887490,0,0,0,0,0,0,0,0,0,0,1,0,0
29887562,0,0,0,0,0,0,0,0,0,0,1,0,0
29887789,0,0,0,0,0,0,0,0,0,0,1,1,1
29887914,0,0,0,0,0,0,0,0,0,0,1,0,0
29888137,0,0,0,0,0,0,0,0,0,0,1,0,0
29888157,0,0,0,0,0,0,0,0,0,0,1,1,0
29888205,0,0,0,0,0,0,0,0,0,0,1,0,0
29888284,0,0,0,0,0,0,0,0,0,0,1,0,0
29888614,0,0,0,0,0,0,0,0,0,0,1,0,0
29888697,0,0,0,0,0,0,0,0,0,0,1,0,0
29888994,0,0,0,0,0,0,0,0,0,0,1,1,1
29889166,0,0,0,0,0,0,0,0,0,0,1,0,0
29889666,0,0,0,0,0,0,0,0,0,0,1,1,0
29889845,0,0,0,0,0,0,0,0,0,0,1,0,0
29890224,0,0,0,0,0,0,0,0,0,0,1,1,0
29890483,0,0,0,0,0,0,0,0,0,0,1,0,0
29891247,0,0,0,0,0,0,0,0,0,0,1,0,0
29891266,0,0,0,0,0,0,0,0,0,0,1,0,0
29891842,0,0,0,0,0,0,0,0,0,0,1,0,0
29891905,0,0,0,0,0,0,0,0,0,0,1,1,0
29892669,0,0,0,0,0,0,0,0,0,0,1,0,0
29893146,0,0,0,0,0,0,0,0,0,0,1,0,0
29893215,0,0,0,0,0,0,0,0,0,0,1,0,0
29893693,0,0,0,0,0,0,0,0,0,0,1,0,0
29893774,0,0,0,0,0,0,0,0,0,0,1,0,0
29894143,0,0,0,0,0,0,0,0,0,0,1,0,0
29894748,0,0,0,0,0,0,0,0,0,0,1,0,0
29895245,0,0,0,0,0,0,0,0,0,0,1,0,0
29895335,0,0,0,0,0,0,0,0,0,0,1,0,0
29895378,0,0,0,0,0,0,0,0,0,0,1,0,0
29895511,0,0,0,0,0,0,0,0,0,0,1,0,0
29895864,0,0,0,0,0,0,0,0,0,0,1,0,0
29895907,0,0,0,0,0,0,0,0,0,0,1,0,0
29896581,0,0,0,0,0,0,0,0,0,0,1,0,0
29896593,0,0,0,0,0,0,0,0,0,0,1,0,0
29896737,0,0,0,0,0,0,0,0,0,0,1,0,0
29896836,0,0,0,0,0,0,0,0,0,0,1,0,0
29896875,0,0,0,0,0,0,0,0,0,0,1,0,1
29897023,0,0,0,0,0,0,0,0,0,0,1,0,0
29897299,0,0,0,0,0,0,0,0,0,0,1,0,0
29897325,0,0,0,0,0,0,0,0,0,0,1,0,1
29897371,0,0,0,0,0,0,0,0,0,0,1,0,0
29897422,0,0,0,0,0,0,0,0,0,0,1,0,1
29897462,0,0,0,0,0,0,0,0,0,0,1,0,0
29897584,0,0,0,0,0,0,0,0,0,0,1,0,0
29897910,0,0,0,0,0,0,0,0,0,0,1,0,1
29898015,0,0,0,0,0,0,0,0,0,0,1,0,0
29898155,0,0,0,0,0,0,0,0,0,0,1,0,0
29898237,0,0,0,0,0,0,0,0,0,0,1,0,1
29899041,0,0,0,0,0,0,0,0,0,0,1,0,0
29899156,0,0,0,0,0,0,0,0,0,0,1,0,0
29899585,0,0,0,0,0,0,0,0,0,0,1,0,0
29899883,0,0,0,0,0,0,0,0,0,0,1,0,0
29899894,0,0,0,0,0,0,0,0,0,0,1,0,0
29899916,0,0,0,0,0,0,0,0,0,0,1,1,0
29900065,0,0,0,0,0,0,0,0,0,0,1,0,0
29900118,0,0,0,0,0,0,0,0,0,0,1,0,1
29900922,0,0,0,0,0,0,0,0,0,0,1,0,0
29901072,0,0,0,0,0,0,0,0,0,0,1,0,0
29901215,0,0,0,0,0,0,0,0,0,0,1,0,0
29901429,0,0,0,0,0,0,0,0,0,0,1,0,0
29902079,0,0,0,0,0,0,0,0,0,0,1,0,0
29902244,0,0,0,0,0,0,0,0,0,0,1,1,1
29902371,0,0,0,0,0,0,0,0,0,0,1,0,0
29902464,0,0,0,0,0,0,0,0,0,0,1,0,0
29902478,0,0,0,0,0,0,0,0,0,0,1,0,0
29902567,0,0,0,0,0,0,0,0,0,0,1,0,0
29902725,0,0,0,0,0,0,0,0,0,0,1,0,1
29902893,0,0,0,0,0,0,0,0,0,0,1,0,0
29903328,0,0,0,0,0,0,0,0,0,0,1,0,0
29903344,0,0,0,0,0,0,0,0,0,0,1,1,0
29903621,0,0,0,0,0,0,0,0,0,0,1,0,0
29904141,0,0,0,0,0,0,0,0,0,0,1,0,0
29904296,0,0,0,0,0,0,0,0,0,0,1,0,0
29904318,0,0,0,0,0,0,0,0,0,0,1,1,1
29905039,0,0,0,0,0,0,0,0,0,0,1,0,1
29905140,0,0,0,0,0,0,0,0,0,0,1,0,0
29905168,0,0,0,0,0,0,0,0,0,0,1,0,1
29905398,0,0,0,0,0,0,0,0,0,0,1,0,0
29905425,0,0,0,0,0,0,0,0,0,0,1,1,0
29905605,0,0,0,0,0,0,0,0,0,0,1,0,0
29906106,0,0,0,0,0,0,0,0,0,0,1,0,0
29906356,0,0,0,0,0,0,0,0,0,0,1,0,0
29906414,0,0,0,0,0,0,0,0,0,0,1,0,0
29906434,0,0,0,0,0,0,0,0,0,0,1,0,0
29907090,0,0,0,0,0,0,0,0,0,0,1,0,0
29907109,0,0,0,0,0,0,0,0,0,0,1,0,0
29907122,0,0,0,0,0,0,0,0,0,0,1,1,0
29907226,0,0,0,0,0,0,0,0,0,0,1,0,0
29907322,0,0,0,0,0,0,0,0,0,0,1,0,0
29907443,0,0,0,0,0,0,0,0,0,0,1,0,0
29907818,0,0,0,0,0,0,0,0,0,0,1,0,1
29908265,0,0,0,0,0,0,0,0,0,0,1,0,0
29909097,0,0,0,0,0,0,0,0,0,0,1,0,0
29909294,0,0,0,0,0,0,0,0,0,0,1,0,0
29909947,0,0,0,0,0,0,0,0,0,0,1,0,0
29910332,0,0,0,0,0,0,0,0,0,0,1,0,0
29910450,0,0,0,0,0,0,0,0,0,0,1,0,0
29911201,0,0,0,0,0,0,0,0,0,0,1,0,0
29911384,0,0,0,0,0,0,0,0,0,0,1,0,1
29911438,0,0,0,0,0,0,0,0,0,0,1,0,0
29911459,0,0,0,0,0,0,0,0,0,0,1,0,0
29911497,0,0,0,0,0,0,0,0,0,0,1,0,0
29911678,0,0,0,0,0,0,0,0,0,0,1,0,0
29911884,0,0,0,0,0,0,0,0,0,0,1,0,0
29911992,0,0,0,0,0,0,0,0,0,0,1,0,1
29912507,0,0,0,0,0,0,0,0,0,0,1,0,0
29912648,0,0,0,0,0,0,0,0,0,0,1,0,0
29913416,0,0,0,0,0,0,0,0,0,0,1,0,0
29913476,0,0,0,0,0,0,0,0,0,0,1,0,0
29913602,0,0,0,0,0,0,0,0,0,0,1,0,0
29913825,0,0,0,0,0,0,0,0,0,0,1,0,1
29913851,0,0,0,0,0,0,0,0,0,0,1,0,1
29914062,0,0,0,0,0,0,0,0,0,0,1,0,0
29914090,0,0,0,0,0,0,0,0,0,0,1,1,1
29914136,0,0,0,0,0,0,0,0,0,0,1,0,0
29914368,0,0,0,0,0,0,0,0,0,0,1,0,0
29914879,0,0,0,0,0,0,0,0,0,0,1,0,0
29915020,0,0,0,0,0,0,0,0,0,0,1,0,0
29915148,0,0,0,0,0,0,0,0,0,0,1,0,0
29915575,0,0,0,0,0,0,0,0,0,0,1,0,0
29915647,0,0,0,0,0,0,0,0,0,0,1,1,1
29916065,0,0,0,0,0,0,0,0,0,0,1,0,0
29916391,0,0,0,0,0,0,0,0,0,0,1,0,0
29916447,0,0,0,0,0,0,0,0,0,0,1,0,0
29917238,0,0,0,0,0,0,0,0,0,0,1,0,0
29918574,0,0,0,0,0,0,0,0,0,0,1,1,1
29918711,0,0,0,0,0,0,0,0,0,0,1,0,0
29918761,0,0,0,0,0,0,0,0,0,0,1,1,0
29918914,0,0,0,0,0,0,0,0,0,0,1,0,1
29919195,0,0,0,0,0,0,0,0,0,0,1,0,0
29919398,0,0,0,0,0,0,0,0,0,0,1,0,0
29919582,0,0,0,0,0,0,0,0,0,0,1,0,0
29919853,0,0,0,0,0,0,0,0,0,0,1,0,0
29920267,0,0,0,0,0,0,0,0,0,0,1,0,0
29920368,0,0,0,0,0,0,0,0,0,0,1,0,0
29920467,0,0,0,0,0,0,0,0,0,0,1,0,0
29920712,0,0,0,0,0,0,0,0,0,0,1,1,1
29920714,0,0,0,0,0,0,0,0,0,0,1,0,1
29921106,0,0,0,0,0,0,0,0,0,0,1,0,1
29922611,0,0,0,0,0,0,0,0,0,0,1,1,0
29922992,0,0,0,0,0,0,0,0,0,0,1,0,1
29923124,0,0,0,0,0,0,0,0,0,0,1,0,0
29923269,0,0,0,0,0,0,0,0,0,0,1,0,0
29923858,0,0,0,0,0,0,0,0,0,0,1,1,1
